Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Strain
SRR11597203,AMPLICON,601,84724699,PRJNA627662,SAMN14678604,Pathogen.cl,37501154,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163975,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0017,sputum,not applicable,SH0017,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0017,SRP258105,not applicable
SRR11597204,AMPLICON,601,114041365,PRJNA627662,SAMN14678603,Pathogen.cl,48623423,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163974,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0016,oralpharyngeal,not applicable,SH0016,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0016,SRP258105,not applicable
SRR11597205,AMPLICON,601,142430460,PRJNA627662,SAMN14678602,Pathogen.cl,61098260,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163973,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0014,oralpharyngeal,not applicable,SH0014,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0014,SRP258105,not applicable
SRR11597206,AMPLICON,601,160216362,PRJNA627662,SAMN14678601,Pathogen.cl,72785448,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163972,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0013,oralpharyngeal,not applicable,SH0013,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0013,SRP258105,not applicable
SRR11597207,AMPLICON,601,410313422,PRJNA627662,SAMN14678700,Pathogen.cl,184067446,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163971,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0129,sputum,not applicable,SH0129,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0129,SRP258105,not applicable
SRR11597208,AMPLICON,601,191103444,PRJNA627662,SAMN14678699,Pathogen.cl,86699914,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163970,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0128,sputum,not applicable,SH0128,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0128,SRP258105,not applicable
SRR11597209,AMPLICON,601,183776813,PRJNA627662,SAMN14678600,Pathogen.cl,81394320,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163969,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0012,oralpharyngeal,not applicable,SH0012,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0012,SRP258105,not applicable
SRR11597210,AMPLICON,601,151869403,PRJNA627662,SAMN14678698,Pathogen.cl,68628226,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-12,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163968,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0127,sputum,not applicable,SH0127,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0127,SRP258105,not applicable
SRR11597214,AMPLICON,601,136305323,PRJNA627662,SAMN14678694,Pathogen.cl,64370399,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163964,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0122,sputum,not applicable,SH0122,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0122,SRP258105,not applicable
SRR11597215,AMPLICON,601,174483196,PRJNA627662,SAMN14678693,Pathogen.cl,79665483,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163963,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0121,sputum,not applicable,SH0121,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0121,SRP258105,not applicable
SRR11597216,AMPLICON,601,194186324,PRJNA627662,SAMN14678692,Pathogen.cl,86631588,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163962,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0119,sputum,not applicable,SH0119,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0119,SRP258105,not applicable
SRR11597217,AMPLICON,601,191260827,PRJNA627662,SAMN14678691,Pathogen.cl,85957450,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163961,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0117,sputum,not applicable,SH0117,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0117,SRP258105,not applicable
SRR11597219,AMPLICON,601,211078008,PRJNA627662,SAMN14678689,Pathogen.cl,94332022,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163959,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0114,sputum,not applicable,SH0114,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0114,SRP258105,not applicable
SRR11597220,AMPLICON,601,156297496,PRJNA627662,SAMN14678599,Pathogen.cl,65460018,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-29,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163958,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0011,sputum,not applicable,SH0011,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0011,SRP258105,not applicable
SRR11597221,AMPLICON,601,171831196,PRJNA627662,SAMN14678590,Pathogen.cl,73425777,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163957,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0002,oralpharyngeal,not applicable,SH0002,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0002,SRP258105,not applicable
SRR11597222,AMPLICON,601,65072119,PRJNA627662,SAMN14678589,Pathogen.cl,30179833,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163956,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0001,oralpharyngeal,not applicable,SH0001,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0001,SRP258105,not applicable
SRR11597156,AMPLICON,601,123740604,PRJNA627662,SAMN14678647,Pathogen.cl,53274782,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164022,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0065,sputum,not applicable,SH0065,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0065,SRP258105,not applicable
SRR11597185,AMPLICON,601,111333537,PRJNA627662,SAMN14678620,Pathogen.cl,49509157,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163993,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0035,sputum,not applicable,SH0035,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0035,SRP258105,not applicable
SRR11597212,AMPLICON,601,174674559,PRJNA627662,SAMN14678696,Pathogen.cl,77596610,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163966,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0125,sputum,not applicable,SH0125,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0125,SRP258105,not applicable
SRR11597124,AMPLICON,601,129153786,PRJNA627662,SAMN14678676,Pathogen.cl,59218259,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164054,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0097,oralpharyngeal,not applicable,SH0097,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0097,SRP258105,not applicable
SRR11597129,AMPLICON,601,198904835,PRJNA627662,SAMN14678671,Pathogen.cl,89903646,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164049,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0091,oralpharyngeal,not applicable,SH0091,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0091,SRP258105,not applicable
SRR11597140,AMPLICON,601,117795083,PRJNA627662,SAMN14678661,Pathogen.cl,51387863,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164038,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0079,sputum,not applicable,SH0079,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0079,SRP258105,not applicable
SRR11597154,AMPLICON,601,133321630,PRJNA627662,SAMN14678595,Pathogen.cl,57111618,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164024,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0007,sputum,not applicable,SH0007,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0007,SRP258105,not applicable
SRR11597160,AMPLICON,601,135330661,PRJNA627662,SAMN14678643,Pathogen.cl,59189747,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164018,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0058,sputum,not applicable,SH0058,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0058,SRP258105,not applicable
SRR11597161,AMPLICON,601,68179465,PRJNA627662,SAMN14678642,Pathogen.cl,32234218,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164017,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0057,sputum,not applicable,SH0057,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0057,SRP258105,not applicable
SRR11597190,AMPLICON,601,238958987,PRJNA627662,SAMN14678616,Pathogen.cl,107844961,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163988,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0031,sputum,not applicable,SH0031,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0031,SRP258105,not applicable
SRR11597199,AMPLICON,601,184840630,PRJNA627662,SAMN14678608,Pathogen.cl,82680791,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163979,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0023,sputum,not applicable,SH0023,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0023,SRP258105,not applicable
SRR11597211,AMPLICON,601,187853628,PRJNA627662,SAMN14678697,Pathogen.cl,84519659,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163967,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0126,sputum,not applicable,SH0126,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0126,SRP258105,not applicable
SRR11597213,AMPLICON,601,205827398,PRJNA627662,SAMN14678695,Pathogen.cl,92556395,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-14,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163965,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0123,sputum,not applicable,SH0123,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0123,SRP258105,not applicable
SRR11597218,AMPLICON,601,177877424,PRJNA627662,SAMN14678690,Pathogen.cl,80034376,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163960,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0115,sputum,not applicable,SH0115,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0115,SRP258105,not applicable
SRR11597181,AMPLICON,601,137417387,PRJNA627662,SAMN14678624,Pathogen.cl,62728108,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163997,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0039,sputum,not applicable,SH0039,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0039,SRP258105,not applicable
